Small, 46, 21, 1, 25, 4, 24, 23, 9, 13, 6, 11, 4, 4
Small, 87, 25, 18, 12, 3, 6, 13, 12, 8, 1, 7, 9, 16
Small, 68, 12, 25, 1, 21, 19, 11, 21, 25, 3, 8, 5, 21
Small, 49, 22, 7, 8, 19, 16, 23, 20, 10, 1, 6, 12, 4
Small, 50, 9, 3, 7, 11, 25, 19, 13, 7, 12, 25, 19, 23
Small, 61, 6, 15, 22, 20, 2, 1, 3, 15, 11, 25, 6, 21
Small, 52, 4, 10, 19, 7, 1, 16, 13, 7, 23, 3, 1, 13
Small, 73, 15, 7, 14, 17, 23, 7, 24, 15, 3, 19, 2, 21
Small, 14, 14, 25, 7, 2, 5, 12, 13, 22, 14, 4, 1, 1
Small, 8, 9, 25, 10, 13, 25, 21, 24, 15, 18, 24, 24, 16
Small, 76, 5, 21, 12, 15, 11, 21, 12, 11, 12, 9, 23, 5
Small, 38, 15, 22, 21, 12, 4, 21, 16, 20, 15, 13, 19, 11
Small, 71, 7, 25, 5, 6, 1, 25, 24, 14, 20, 6, 22, 16
Small, 14, 10, 5, 8, 10, 16, 25, 20, 20, 24, 12, 5, 4
Small, 25, 14, 24, 17, 20, 23, 14, 17, 4, 18, 18, 9, 21
Small, 0, 13, 23, 14, 19, 12, 21, 21, 2, 23, 10, 9, 13
Small, 60, 22, 17, 24, 12, 22, 20, 23, 6, 22, 17, 20, 23
Small, 61, 7, 21, 18, 7, 4, 5, 17, 22, 19, 20, 16, 21
Small, 36, 23, 21, 20, 4, 14, 22, 19, 11, 24, 18, 9, 17
Small, 12, 6, 2, 15, 21, 24, 24, 2, 7, 4, 8, 1, 19
Small, 100, 24, 8, 20, 23, 4, 20, 16, 10, 11, 5, 24, 16
Small, 90, 4, 19, 1, 3, 18, 12, 16, 7, 9, 11, 18, 13
Small, 49, 18, 14, 23, 10, 19, 15, 2, 13, 23, 14, 23, 19
Small, 78, 24, 21, 25, 5, 23, 15, 22, 19, 6, 7, 25, 2
Small, 65, 3, 2, 9, 5, 1, 4, 25, 16, 14, 12, 25, 15
Small, 19, 8, 8, 9, 7, 1, 3, 24, 15, 21, 25, 1, 12
Small, 60, 22, 20, 8, 11, 10, 10, 23, 24, 7, 18, 6, 23
Small, 16, 2, 16, 16, 17, 22, 5, 11, 23, 9, 1, 22, 2
Small, 9, 18, 1, 3, 7, 25, 14, 5, 10, 11, 19, 6, 16
Small, 24, 9, 19, 9, 18, 7, 4, 20, 9, 22, 25, 11, 25
Small, 93, 25, 5, 12, 12, 19, 4, 17, 25, 24, 13, 3, 6
Small, 30, 25, 15, 2, 22, 18, 1, 16, 14, 10, 17, 13, 19
Small, 52, 16, 10, 14, 16, 6, 6, 13, 1, 6, 22, 22, 23
Small, 63, 25, 17, 21, 3, 17, 14, 25, 18, 11, 23, 7, 14
Small, 63, 3, 14, 1, 8, 11, 20, 22, 12, 2, 23, 5, 4
Small, 18, 14, 13, 9, 24, 23, 22, 7, 18, 14, 22, 16, 1
Small, 37, 4, 23, 9, 15, 17, 21, 19, 16, 18, 4, 19, 14
Small, 82, 2, 25, 13, 16, 7, 22, 11, 23, 2, 21, 3, 24
Small, 83, 1, 17, 25, 19, 19, 14, 2, 25, 15, 20, 24, 16
Small, 37, 24, 17, 8, 3, 2, 11, 9, 24, 15, 14, 1, 3
Small, 64, 20, 15, 10, 8, 16, 5, 10, 25, 16, 9, 12, 16
Small, 55, 11, 2, 24, 5, 12, 12, 4, 19, 23, 7, 9, 25
Small, 41, 15, 6, 19, 22, 22, 2, 22, 2, 10, 19, 3, 21
Small, 53, 14, 6, 18, 21, 22, 3, 7, 15, 9, 7, 6, 4
Small, 34, 18, 24, 2, 16, 8, 23, 18, 6, 22, 3, 22, 21
Small, 60, 14, 1, 20, 19, 9, 24, 20, 21, 18, 19, 20, 6
Small, 15, 15, 20, 9, 11, 25, 12, 22, 10, 5, 10, 3, 11
Small, 38, 13, 24, 24, 7, 13, 24, 12, 19, 20, 10, 11, 5
Small, 61, 9, 21, 23, 4, 4, 13, 18, 25, 17, 18, 9, 13
Small, 94, 22, 20, 24, 1, 18, 12, 24, 1, 2, 7, 16, 9
Small, 83, 4, 1, 13, 18, 4, 17, 15, 7, 1, 23, 12, 7
Small, 11, 7, 10, 5, 16, 20, 5, 12, 4, 3, 4, 2, 5
Small, 6, 16, 10, 1, 14, 22, 14, 25, 23, 23, 7, 24, 23
Small, 97, 25, 5, 15, 9, 24, 14, 9, 13, 19, 24, 23, 18
Small, 99, 8, 18, 15, 10, 5, 6, 9, 17, 23, 8, 2, 19
Small, 1, 5, 21, 9, 19, 22, 21, 17, 3, 24, 4, 25, 9
Small, 20, 23, 21, 22, 16, 13, 25, 22, 14, 18, 3, 15, 23
Small, 99, 18, 13, 13, 22, 13, 7, 6, 3, 20, 16, 2, 15
Small, 56, 22, 4, 21, 11, 15, 23, 15, 11, 17, 19, 8, 15
Small, 36, 20, 23, 6, 8, 25, 7, 25, 7, 22, 24, 4, 7
Small, 38, 1, 13, 24, 1, 7, 7, 21, 4, 16, 22, 14, 9
Small, 64, 3, 1, 10, 4, 18, 7, 22, 24, 22, 15, 13, 12
Small, 25, 12, 1, 5, 9, 22, 25, 14, 3, 5, 1, 10, 13
Small, 93, 24, 13, 25, 4, 6, 3, 13, 17, 12, 12, 7, 19
Small, 49, 12, 21, 21, 25, 6, 18, 24, 13, 17, 4, 8, 17
Small, 34, 22, 25, 9, 21, 4, 2, 12, 22, 15, 21, 12, 4
Small, 8, 20, 7, 11, 14, 20, 21, 15, 19, 22, 17, 10, 5
Small, 48, 12, 10, 12, 11, 2, 17, 18, 9, 2, 14, 17, 18
Small, 82, 18, 19, 20, 11, 13, 11, 13, 4, 13, 7, 22, 22
Small, 5, 7, 13, 24, 12, 21, 3, 15, 21, 20, 24, 6, 18
Small, 21, 17, 19, 20, 15, 25, 16, 25, 16, 24, 13, 10, 19
Small, 34, 5, 14, 4, 15, 2, 3, 4, 12, 6, 19, 21, 13
Small, 11, 4, 20, 9, 2, 17, 6, 1, 1, 4, 23, 25, 1
Small, 75, 25, 3, 11, 2, 3, 4, 10, 8, 23, 6, 8, 9
Small, 55, 15, 16, 15, 25, 7, 16, 4, 24, 19, 14, 1, 21
Small, 62, 23, 22, 5, 12, 8, 4, 18, 25, 23, 5, 18, 10
Small, 70, 9, 2, 16, 4, 19, 5, 1, 1, 7, 19, 24, 17
Small, 16, 24, 12, 10, 23, 5, 5, 17, 4, 2, 3, 8, 10
Small, 29, 10, 20, 2, 19, 24, 20, 6, 20, 2, 11, 2, 24
Small, 84, 17, 18, 24, 25, 1, 25, 5, 17, 1, 22, 18, 16
Small, 32, 8, 19, 3, 11, 10, 21, 4, 8, 16, 2, 7, 15
Small, 10, 10, 10, 17, 12, 16, 18, 14, 9, 17, 10, 25, 3
Small, 6, 12, 19, 20, 16, 21, 1, 13, 12, 5, 11, 15, 5
Small, 53, 22, 6, 14, 16, 13, 16, 15, 6, 6, 13, 21, 15
Small, 7, 3, 15, 13, 19, 20, 5, 4, 7, 7, 3, 18, 23
Small, 5, 19, 25, 19, 11, 17, 3, 18, 8, 23, 25, 23, 23
Small, 62, 23, 16, 12, 1, 21, 2, 4, 9, 18, 4, 21, 3
Small, 27, 19, 25, 10, 22, 17, 15, 25, 11, 4, 16, 13, 21
Small, 77, 6, 9, 1, 3, 20, 1, 21, 6, 17, 14, 16, 13
Small, 3, 19, 15, 23, 24, 18, 4, 10, 16, 3, 24, 8, 7
Small, 5, 17, 2, 7, 23, 13, 23, 13, 11, 18, 10, 13, 25
Small, 30, 5, 22, 16, 4, 14, 5, 5, 24, 7, 14, 8, 13
Small, 13, 25, 12, 24, 3, 24, 3, 11, 9, 2, 19, 1, 12
Small, 13, 15, 25, 25, 18, 7, 7, 10, 1, 10, 24, 5, 7
Small, 72, 16, 19, 6, 10, 9, 4, 21, 12, 22, 3, 20, 18
Small, 69, 2, 19, 4, 1, 3, 9, 23, 24, 18, 10, 22, 18
Small, 75, 11, 21, 15, 20, 25, 1, 19, 1, 21, 5, 13, 22
Small, 70, 19, 13, 10, 20, 17, 25, 2, 9, 18, 19, 13, 24
Small, 73, 9, 3, 9, 1, 25, 17, 23, 6, 3, 23, 23, 20
Small, 54, 17, 15, 1, 3, 5, 15, 9, 22, 15, 6, 1, 20
Medium, 149, 4, 13, 16, 3, 4, 21, 2, 11, 24, 24, 11, 24
Medium, 624, 17, 23, 5, 10, 25, 7, 13, 9, 13, 13, 2, 3
Medium, 471, 3, 9, 4, 4, 24, 2, 14, 9, 19, 3, 13, 22
Medium, 971, 3, 17, 7, 13, 1, 24, 9, 12, 14, 2, 9, 18
Medium, 203, 1, 25, 23, 22, 21, 4, 22, 17, 18, 20, 19, 11
Medium, 495, 7, 16, 19, 7, 17, 20, 17, 11, 1, 4, 21, 9
Medium, 104, 19, 11, 16, 23, 21, 22, 7, 11, 6, 1, 14, 18
Medium, 592, 20, 22, 24, 15, 19, 22, 24, 8, 10, 22, 19, 2
Medium, 961, 14, 22, 25, 24, 21, 12, 23, 12, 18, 13, 15, 21
Medium, 299, 12, 8, 7, 17, 7, 13, 6, 15, 22, 18, 19, 24
Medium, 870, 6, 12, 20, 11, 7, 4, 25, 17, 11, 3, 21, 24
Medium, 220, 9, 9, 6, 7, 1, 16, 20, 25, 4, 20, 6, 16
Medium, 401, 6, 12, 15, 24, 7, 6, 7, 23, 23, 21, 19, 6
Medium, 708, 1, 20, 6, 24, 10, 2, 18, 12, 21, 6, 20, 15
Medium, 618, 17, 19, 3, 7, 11, 6, 22, 21, 22, 12, 25, 15
Medium, 565, 20, 21, 5, 16, 2, 24, 12, 9, 17, 8, 5, 5
Medium, 642, 18, 1, 22, 5, 16, 10, 9, 3, 1, 19, 17, 13
Medium, 615, 7, 6, 25, 19, 15, 5, 9, 15, 23, 12, 25, 3
Medium, 789, 25, 17, 17, 1, 11, 25, 25, 16, 22, 25, 13, 23
Medium, 394, 17, 12, 1, 18, 5, 20, 25, 13, 6, 9, 4, 6
Medium, 213, 11, 2, 25, 7, 19, 14, 10, 18, 24, 12, 9, 24
Medium, 117, 15, 21, 23, 17, 2, 12, 6, 12, 25, 19, 23, 25
Medium, 875, 6, 21, 20, 1, 7, 1, 14, 6, 19, 22, 5, 3
Medium, 207, 7, 18, 8, 17, 8, 5, 1, 12, 22, 24, 23, 11
Medium, 707, 3, 5, 8, 19, 18, 11, 19, 22, 16, 14, 14, 16
Medium, 971, 25, 4, 19, 10, 7, 12, 13, 20, 3, 8, 12, 1
Medium, 731, 8, 9, 6, 20, 13, 1, 2, 9, 7, 14, 5, 15
Medium, 786, 22, 7, 24, 1, 16, 18, 4, 4, 2, 20, 8, 23
Medium, 990, 1, 12, 19, 7, 12, 25, 18, 18, 13, 2, 8, 22
Medium, 848, 15, 13, 4, 14, 7, 1, 21, 20, 1, 25, 1, 18
Medium, 898, 7, 11, 12, 17, 25, 19, 7, 16, 17, 22, 10, 25
Medium, 755, 19, 16, 21, 17, 18, 18, 14, 12, 6, 15, 8, 21
Medium, 925, 5, 10, 15, 9, 8, 4, 4, 2, 9, 4, 19, 6
Medium, 910, 1, 8, 25, 7, 18, 3, 12, 24, 15, 2, 11, 20
Medium, 561, 3, 8, 25, 9, 18, 23, 20, 19, 8, 16, 5, 21
Medium, 280, 25, 6, 20, 25, 23, 19, 5, 19, 19, 6, 24, 25
Medium, 804, 18, 12, 13, 2, 17, 3, 1, 22, 4, 6, 4, 6
Medium, 966, 18, 12, 1, 21, 7, 20, 25, 15, 2, 20, 16, 2
Medium, 372, 20, 2, 4, 16, 11, 1, 1, 22, 5, 2, 25, 20
Medium, 426, 21, 24, 7, 2, 2, 2, 10, 16, 10, 13, 11, 18
Medium, 317, 4, 10, 11, 16, 4, 13, 9, 1, 10, 2, 17, 18
Medium, 773, 14, 18, 25, 4, 22, 12, 13, 9, 6, 5, 17, 18
Medium, 176, 2, 8, 22, 21, 14, 21, 5, 10, 23, 10, 11, 11
Medium, 135, 1, 2, 20, 1, 2, 24, 9, 10, 22, 16, 15, 4
Medium, 298, 3, 24, 21, 5, 22, 9, 9, 13, 25, 10, 2, 2
Medium, 106, 17, 19, 24, 8, 19, 1, 15, 18, 22, 14, 16, 14
Medium, 679, 22, 3, 19, 17, 8, 6, 14, 6, 12, 15, 9, 19
Medium, 492, 25, 2, 19, 4, 16, 8, 18, 8, 20, 13, 24, 4
Medium, 983, 3, 14, 1, 9, 14, 3, 6, 16, 2, 15, 19, 11
Medium, 133, 22, 10, 13, 25, 14, 12, 14, 9, 1, 20, 16, 6
Medium, 670, 9, 18, 18, 9, 3, 8, 22, 2, 11, 19, 8, 18
Medium, 329, 13, 23, 18, 7, 10, 15, 20, 13, 18, 14, 14, 2
Medium, 461, 16, 4, 12, 6, 16, 25, 23, 23, 19, 16, 21, 12
Medium, 724, 11, 10, 1, 17, 5, 4, 8, 15, 6, 22, 25, 12
Medium, 291, 2, 9, 3, 20, 7, 15, 9, 25, 12, 14, 6, 1
Medium, 548, 16, 18, 17, 6, 22, 15, 5, 6, 11, 7, 13, 10
Medium, 152, 16, 11, 3, 5, 7, 10, 25, 12, 12, 16, 3, 20
Medium, 633, 10, 5, 14, 17, 10, 5, 20, 15, 21, 12, 9, 18
Medium, 298, 25, 3, 2, 2, 14, 13, 7, 13, 4, 12, 4, 16
Medium, 459, 24, 10, 17, 14, 1, 22, 22, 7, 18, 6, 21, 3
Medium, 865, 8, 7, 4, 3, 10, 4, 6, 22, 3, 20, 17, 13
Medium, 111, 5, 10, 24, 20, 19, 2, 1, 9, 7, 23, 5, 2
Medium, 280, 6, 7, 16, 11, 12, 21, 2, 8, 14, 11, 24, 25
Medium, 821, 18, 9, 16, 13, 16, 21, 9, 15, 6, 20, 12, 23
Medium, 784, 11, 18, 6, 23, 2, 9, 18, 22, 2, 3, 20, 7
Medium, 543, 3, 20, 3, 8, 10, 1, 23, 22, 17, 21, 1, 20
Medium, 853, 19, 4, 24, 16, 20, 23, 1, 2, 22, 13, 7, 3
Medium, 813, 16, 23, 17, 9, 13, 17, 7, 4, 19, 4, 8, 12
